Номер коробки;"КОЛ-ВО
экз. в коробке";"Обзорное описание изданий
(Название, год и номера или подшивки)";Примечания
52300;48;"Сотбис
2007 № 047203
2006 № 046922
2006 № 046929
2006 № 045941
2006 № 045912
2005 № 045778
2007 № 052599
2001 № 059618
2007 № 047339
2000 № 060061
2007 № 047206
2007 № 047201
2006 № 045981
2005 № 045612
2006 № 045913
2009 № 052369
2009 № 053567
Прилож. 2005 № 045778
2009 № 053569
2009 № 053568
2007 № 047202
2008 № 048877
2009 № 053572
2005 № 045712
2004 № 044651
2008 № 048817
1999 № 060805
2004 № 045388
2008 № 048865
2007 № 047311
1998 № 054618
1987 № 061261
2005 № 045498
1999 № 060563
1999 № 060262
1998 № 060752
2001 № 059063
2001 № 059607
2005 № 045524
2004 № 043663
1999 № 060243
2009 № 052179
2001 № 061024
1998 № 059540
1987 № 061264
1986 № 061267
2006 № 052612
2008 № 048840

";Евдокимова Л.В.
5171;40;"Сотбис
2007 № 047239
2007 № 047240
2007 № 047160
2007 № 047161
2007 № 047162
2007 № 047163
2007 № 047172
2007 № 047153
2007 № 047168
2008 № 061130
2008 № 059323
2008 № 061132
2008 № 048099
2007 № 047148
2008 № 048901
2008 № 048841
2009 № 052378+ прилож.
2008 № 048900
2009 № 052384+ прилож.
2009 № 052380
2009 № 052379
2009 № 052390
2009 № 052385+ прилож.
2009 № 052396 
2009 № 052392 + прилож.
2009 № 052391 + прилож.
2009 № 052402 + прилож.
2009 № 052399 + прилож.
2009 № 052398 + прилож.

";Суслова Е.В., Евдокимова Л.В.
5243;50;"Сотбис
2007 № 047242
2006 № 045928
2004 № 043624
2001 № 060190
2000 № 060610
2005 № 045526
2004 № 045384
2004 № 043685
1999 № 060155
2000 № 059288
1997 № 058995
2004 № 043666
2007 № 047191
2006 № 046927
2006 № 045942
2005 № 045742
2001 № 060146
2006 № 046916
2009 № 052134
2000 № 060060
2004 № 043674
2001 № 059455
2008 № 048892
2005 № 045595
2004 № 044759
1999 № 059467
2001 № 059414
1998 № 060823
2000 № 060872
2001 № 060870
2008 № 048827
2001 № 060246
2006 № 046142
1999 № 060605
2007 № 047335
2006 № 046908
1999 № 060785
2008 № 048851
2008 № 048905
2007 № 047226
2002 № 059350
2008 № 048904
2001 № 060173
2008 № 048783
1998 № 059443
1999 № 060581
1988 № 061266
1999 № 060527
2008 № 048903
";Суслова Е.В., Евдокимова Л.В.
5420;53;"Сотбис
2008 № 048843
2007 № 047246
2004 № 054624
2004 № 043667
2004 № 043662
2008 № 048823
2005 № 045618
2005 № 045617
2005 № 045616
2006 № 046355
2006 № 047323
2007 № 045976
2007 № 047282
2008 № 048862
2007 № 047283
2007 № 047280
2007 № 047276
2007 № 047275
1999 № 061172
1987 № 061273
2007 № 047278
2005 № 045728
2005 № 045532
2006 № 045916
2000 № 048801
2006 № 046897
2004 № 045403
1999 № 059548
2001 № 059605
2008 № 048832
2004 № 045393
2007 № 047326
1998 № 059352
2005 № 045596
2008 № 048835
1997 № 059033
2008 № 048886
2009 № 052403
2002 № 060799
2006 № 046925
2007 № 047261
2006 № 045970
2007 № 047260
2006 № 046915
2004 № 046153
2004 № 044631
1998 № 059027
2006 № 045921
1998 № 061086
1996 № 059499
1997 № 060477
2006 № 045907
2007 № 047245

";"Евдокимова Л.В.
Шкурина Т.
"
5298;41;"Сотбис
2009 № 052149
2007 № 047230
2007 № 047229
2006 № 046889
2006 № 046888
2009 № 052150
1999 № 060609
2004 № 043677
2001 № 060594
2001 № 061058
2001 № 059475
1999 № 059547
2005 № 045519
2005 № 045495
2005 № 045607
2000 № 059481
2004 № 047225
2004 № 048889
2004 № 047224
2004 № 045986
2004 № 045927
2004 № 045625
2004 № 043701
2004 № 043678
2004 № 043510
1999 № 059494
2004 № 045500
2004 № 044662
2005 № 045488
2001 № 060933
2005 № 045715
2000 № 060897
1998 № 060321
2006 № 045948
2005 № 045741
2005 № 045698
2004 № 045390
2004 № 044643
2001 № 060177
2006 № 046145
2005 № 045730
";Евдокимова Л.В.
5419;49;"Сотбис
2009 № 052154
2008 № 048861
2005 № 045783
2008 № 048863
2008 № 052143
2008 № 052151
2008 № 048859
2007 № 047281
2007 № 047268
2007 № 047867
2006 № 046931
2006 № 046930
2006 № 045933
2005 № 045535
2004 № 045378
2001 № 059521
2006 № 046919
2007 № 047270
2007 № 047271
2008 № 048854
2008 № 048855
2008 № 048856
2008 № 048858
2009 № 052163
2009 № 052156
2009 № 052162
2009 № 052144
2008 № 048867
2010 № 052165
2009 № 052159
2005 № 045724
2005 № 045589
2006 № 045937
2006 № 045938
2007 № 047155
2001 № 060332
1999 № 060769
1999 № 060128
1997 № 059545
1998 № 060911
1998 № 060241
2007 № 047232
2000 № 061079
1998 № 060107
1999 № 060572
2007 № 047266
2020 № 048852
2004 № 045385
2002 № 060103

";"Евдокимова Л.В.
Шкурина Т.
"
5009;65;"Справочник музыкального руководителя 2019 № 12, 
Спутник 2023 №2, 
Спутник артиста 1909 № 1,
Среди коллекционеров 2010 № 1, 2011 №1, 2, 4, 3, 2012 № 1, 2, 3, 4, 2013 № 1, 2, 2014 № ?, ?, 
Спутник кинофестиваля 1989 № 1, б/н, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12,
Спутник кинофестиваля 1997 № 1, 2, 3, 4, 5,
Старинная музыка 1998 № 1-2/ 1999 № ?
Старинная музыка 2000 № 1-4, 
2001 № 1-4,  2002 № 1-4, 
2003 № 1-4/ 2004 №1-4 
2005 № 1-4/ 2006 1-4
2007 № 1-4/ 2008 1-2
2009 № 1-4, 2010 № 1-4
2011 № 1-4, 2012 № 1-4, 
2013 № 2-4, 2014 № 1-4, 
2015 № 1-4, 2016 № 1-4, 
2017 № 1-4, 2018 № 1-4, 
2019 № 1-4, 2020 № 1,2, 3, 4,  2021 № 1, 2, 3, 4,  2022 № 1, 2, 3, 4, 2023 № 1
";Евдокимова Л. В., Чевычалова С.Н.
"7078
6428";33;"Старые годы. 1911. Алф. указ., Алф. указ., Алф. указ.
Старые годы. 1911. № 1 – 3, 1, 2, 3, 4 – 6, 4,
5, 6, 7 – 11, 7 – 11, 10, 10 – 12, 11, 12
Старые годы. 1912, № 1, 1, 2, 3, 4, 4 - 6, 5, 6,
7 – 9, 7 – 9, 10 – 12, 10, 11, 12
Старые годы. 1913, № 1 – 3, 1 -3";Акименко, Титунова 25.07.2023
"7079
6429";30;"Старые годы. 1913, № 4, 4 – 6, 5, 6, 7 – 9, 7 –
9,  10 – 12, 10 – 12,
Старые годы. 1914, Алф. укз, Алф. указ, 1, 1 – 3, 2, 3, 4, 4 - 6, 5, 6, 7 – 12, 7 – 9, 10 – 12
Старые годы. 1915. № 1 – 2, 1 – 5, 3, 4 – 6, 6
– 9, 7 – 8, 9 - 12, 10 – 12
Старые годы. 1916. № 1";Акименко, Титунова 25.07.2023
"7080
6430";48;"Старые годы. 1916. № 1 – 2, 3, 3, 4 – 6, 4 – 6,
7 – 9, 10 – 12
Столица и усадьба. 1913. № 1,
Столица и усадьба. 1914. № 2 – 6, 7 – 11, 12
– 18, 19 – 24
Столица и усадьба. 1915. № 25 – 30, 31 – 35,
32 – 37, 36 – 42, 49 – 54, 55 – 59
Столица и усадьба. 1916. № 60 – 65, 66 – 72,
66 – 72,
Столица и усадьба. 1917. № 73 – 78, 79 – 90
Странник. 2006. № 6,
Странник. 2007. № 1, 2, 3, 4, 5, 6
Странник. 2008. № 1, 2, 3, 4, 5, 6
Странник. 2009. № 1, 2, 3, 4, 5, 6
Странник. 2010. № 1, 2, 3, 4, 5, 6";Акименко, Титунова 25.07.2023
"7082
6432";235;"Странник. 2017. №  4, 5, 6
Странник. 2018. № 1, 2, 3, 4, 5, 6
Странник. 2019. № 1, 2, 3, 4, 5, 6
Студенческий меридиан. 1986. № 7
Студенческий меридиан. 1990. № 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12
Студенческий меридиан. 1991. № 1, 2, 3, 4, 6, 7/8, 9, 10, 11, 12
Студенческий меридиан. 1992. № спецвып, 9
Студенческий меридиан. 1993. № 4, 8/9
Студенческий меридиан. 1994. № 1, 2, 3, 8
Студенческий меридиан. 1995. № 2, 5, 6, 7, 8, 9, 10, 11, 12
Студенческий меридиан. 1996.  № 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12
Студенческий меридиан. 1997.  № 1, 2, 3, 4, 5/6, 7, 8, 9, 10, 11/ 12
Студенческий меридиан. 1998.  № 1, 2, 3, 4, 5/6
Сценарии и репертуар. 2003. № 1, 1, 1, 2, 2, 3, 3, 4, 4, 5, 5
Сценарии и репертуар. 2004. № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12
Сценарии и репертуар. 2005. № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24
Сценарии и репертуар. 2006. № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24
Сценарии и репертуар. 2007. № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24
Сценарии и репертуар. 2008. № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24
Сценарии и репертуар. 2009. № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24


";"Акименко,
Титунова
25.07.2023
"
"7083
6433";252;"Сценарии и репертуар. 2010. № 1, 2, 3, 4, 5,
6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20,
21, 22, 23, 24
2011. № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14,
15, 16, 17, 18, 19, 20, 21, 22, 23, 24
2012. № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14,
15, 16, 17, 18, 19, 20, 21, 22, 23, 24
2013. № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14,
15, 16, 17, 18, 19, 20, 21, 22, 23, 24
2014. № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14,
15, 16, 17, 18, 19, 20, 21, 22, 23, 24
2015. № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14,
15, 16, 17, 18, 19, 20, 21, 22, 23, 24
2016. № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14,
15, 16, 17, 18, 19, 20, 21, 22, 23, 24
2017. № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14,
15, 16, 17, 18, 19, 20, 21, 22, 23, 24
2018. № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14,
15, 16, 17, 18, 19, 20, 21, 22, 23, 24
2019. № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14,
15, 16, 17, 18, 19, 20, 21, 22, 23, 24
2020. № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12";Акименко, Титунова 25.07.2023
"7084
6434";93;"Сценарии и репертуар. 2020. № 13, 14, 15,
16, 17, 18, 19, 20, 21, 22, 23, 24
2021. № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14,
15, 16, 17, 18, 19, 20, 21, 22, 23, 24
2022. № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14,
15, 16, 17, 18, 19, 20, 21, 22, 23, 24
2023. № 1, 2, 3, 4, 5, 6, 7
2009. № 10
Сценическая техника и технология. 1963/1964. № 1 – 6. 1965, № 1 – 2, 3 – 6.
1966, № 1 – 6, 1967, № 1 – 6, 1968, № 1 – 6.
1969, № 1 – 6, 1970, № 1 – 5. 1971, № 1 – 6, 6.
1972, № 1 – 6. 1973, № 1 – 6. 1974, № 2, 1974,
№ 1 – 6. 1975, № 1 – 5. 1975, № 1 – 5, 1976, №
1, 1976, № 1 – 6, 1977, № 1 – 6, 1978, № 1 – 6,
1979, № 1 – 6, 1980, № 1 – 6, № 1 – 6, 1981, №
3 – 6, 1 - 6.";Акименко, Титунова 25.07.2023
"7085
6435";69;"Сценическая техника и технология. 1982.
№ 1 – 6, 1 - 6, 1983, № 6, 1983, № 1 - 5, 1984,
№ 1 - 6, 1985, № 1 – 6
Табурет. 2003. № ?, 3, 4, 5, 6, 7/8, 9, 10, 11, 12
Табурет. 2004. № ?, 3, 4, 5, 6, 7/8, 9, 10, 11, 12
Табурет. 2005. № ?, 3, 4, 5, 6, 7/8, 9, 10, 11, 12
Табурет. 2006. № 1/2, 3, 4, 5, 6/7, 9, 10, 11, 12
Табурет. 2007. № 1/2, 3, 4, 5, 6/7, 8/9, 10
Тверская старина. 2004, № 23/24, 2007, № 26, 2008, № 27, 27, 2009, № 28, 29
Твердый знак. 1991, № 1, 1992, № 2
Театр. 1937, № 1, 2, 3, 4, 4, 5, 5, 6, 6";Акименко, Титунова 25.07.2023
